0.110478595	-0.014209017	-0.009046759	-0.038234342	-0.03491423	-0.019033842	0.025706084	-0.01587755	-0.017952478	0.027851908	0.013125029	-0.055173032	0.02753007	0.02455665	-0.04998331	0.006864844
-0.065940045	0.0038811357	-0.01830919	0.0453919	-0.009214585	0.033614296	-0.04168458	0.025828768	0.008868778	0.027932512	-0.0050437604	-0.050545022	0.03953498	0.011388058	-0.030256309	0.010931697
-1.1950837	-0.0049347295	0.066042475	0.020873945	0.074801	-0.021611731	-0.20738095	0.022488197	0.03924554	0.14564382	-0.025115164	-0.14480822	-0.026940785	-0.008084272	-0.07391119	0.028605858
0.32884187	0.0029944344	-0.032968853	0.026173044	-0.020412624	0.024539398	0.04271841	-0.007602815	0.06891513	-0.010859621	0.013325856	0.04632689	0.013346329	-0.026564332	-0.009235828	-0.03708471
0.03362657	0.015748816	0.03732604	-0.055580877	-0.07487076	-0.013663736	-0.043549865	0.021874772	-0.017386433	0.04204934	0.0005166037	-0.007092545	0.01667873	0.022337101	-0.012567215	-0.004910841
0.12247163	-0.0034173948	-0.0206239	-0.020978235	-0.004422454	0.0057283887	-0.041465547	0.03188496	0.008519356	0.0042724167	0.05809146	-0.028888645	-0.022688245	0.021100637	-0.07199316	0.012605886
-0.0015170667	-0.010387527	0.0050734943	-0.019901782	-0.0020438803	0.02549406	0.027594658	0.025958197	0.009211324	-0.0029300398	0.011286187	-0.038859807	0.047067944	0.061054472	-0.0006463104	-0.004398104
-1.0433508	0.0034970802	0.051940475	-0.040364362	0.09772451	-0.0145521015	-0.22120701	0.030406665	0.07318172	0.069663525	-0.064785145	-0.096746914	-0.03277412	0.04976044	-0.04764875	0.045968603
0.05585347	0.036051337	0.033791777	0.025846124	-0.09070449	0.050399482	-0.005415081	0.045019556	0.028769597	-0.018851977	-0.0066530243	0.01989978	-0.011591505	0.029200228	-0.05120144	0.025634151
0.027169347	0.04070267	0.021460408	-0.038490027	0.025343096	-0.012084959	0.030217996	0.07454483	0.04556021	0.00097331364	-0.028231915	-0.019664872	-0.0019068231	-0.004441794	-0.027406095	-0.015774976
0.008212064	-0.026518177	0.06510021	-0.007675856	-0.050843995	0.0077720666	-0.044037946	0.048446137	-0.013901228	0.050981242	0.031007443	-0.06516535	-0.008017393	-0.017504318	-0.009750442	0.003760731
-0.046716698	0.012384972	0.011034817	-0.018192027	-0.0069500096	0.006738675	0.041617297	-0.021092044	-0.0028326502	0.045861557	-0.04021521	-0.03849609	0.0079571875	0.03602641	0.020716244	0.009845884
-0.0030123347	0.043030966	0.025713777	0.039195687	-0.028470475	-0.01667361	-0.057409897	-0.0075999578	0.023807475	-0.06523888	-0.06014241	-0.025059054	-0.03195768	-0.008608012	0.0058244634	-0.039354887
-0.17894201	0.045205828	0.04574524	-0.024107343	0.010268107	0.05186986	-0.01274116	0.021011302	0.027594201	-0.013481366	-0.033574395	-0.07675545	0.01816957	0.013539276	0.014938608	0.03585974
-0.16397396	-0.019876543	0.02133866	0.049603283	-0.0019699722	0.024789903	-0.07520696	0.04561989	0.03333007	0.005790543	-0.06127543	-0.011404005	-0.0026874233	-0.02218443	0.014879461	0.0010690546
0.046661593	-0.021605233	0.020815028	0.06851076	-0.11609925	-0.0006382678	-0.059136916	0.02103368	-0.0019716658	-0.005804871	-0.03206173	0.029790603	-0.06782758	-0.0075062457	-0.034101337	-0.032563977
-0.060800884	-0.041486748	0.02324356	0.005861023	0.051536877	-0.023297932	-0.02977286	-0.0068602585	0.010402614	0.07085708	0.030745614	-0.03651677	0.013834857	0.007862805	0.031096749	-0.013565501
-0.092943616	0.0155954035	0.04986578	0.011214874	-0.00048327012	0.016771285	-0.00264367	0.04645412	0.014771037	-0.0075233383	0.055131923	0.039413944	0.0077668894	0.05858668	-0.0037714248	-0.0018439998
0.15622364	-0.048627496	0.015679918	-0.029719528	0.010946605	-0.06240144	0.027712652	-0.033209343	-0.020156566	0.00565318	-0.026870042	0.031027814	0.02106227	-0.0079924185	0.048159402	0.049561623
-0.08786153	0.0066372356	-0.028021531	-0.012988267	0.057863187	-0.030394211	-0.041529797	0.012838432	0.034448814	0.014314963	-0.048488043	-0.02878142	0.0465666	-0.006835904	0.021574993	0.020912612
0.087667935	-0.022261873	0.0148592	0.031207178	-0.06882953	-0.038792927	0.0023579672	0.027296461	-0.011425233	0.043942127	0.01134072	-0.023453243	0.019790782	-0.048531517	-0.064447	-0.024902407
0.009452634	-0.038356815	0.059718788	0.005889309	-0.04607908	0.060241148	0.06328928	0.040212836	-0.030995818	-0.010855555	0.011778087	-0.008157426	0.03737317	-0.022946553	-0.045269784	0.08272084
-0.046527836	0.0050732614	0.026324145	-0.025053062	-0.059676193	-8.6883774e-05	0.008422869	-0.001211008	0.03527164	-0.024021186	-0.0059918324	0.01578338	-0.011355193	0.021580338	0.006693806	-0.0008593709
0.026129618	-0.02336936	-0.0017968947	0.0668531	-0.07252004	-0.04334696	0.033061225	0.01454243	-0.010783144	-0.021226393	0.022843415	-0.051478896	0.000572217	-0.014555934	-0.023185477	-0.014697132
0.026674934	-0.026361383	-0.0011988551	0.032271195	0.010915148	0.0030551162	-0.012295228	-0.010788733	0.005940153	0.0064370288	-0.072976924	-0.0070593613	0.009282679	0.0756178	-0.004062603	0.020834586
0.030004825	-0.074582465	0.04396357	0.038255576	0.005234867	-0.037099168	-0.025848977	-0.008116326	-0.009533457	-0.023048189	0.010459878	-0.013029737	0.0198515	0.0069671394	-0.00985931	0.02729012
0.10845636	-0.0395045	-0.042613745	-0.016051091	-0.0027217714	-0.051804412	0.04942477	0.05863812	-0.036340997	0.016261237	0.048461054	0.0882112	0.021214137	0.02144817	-0.051509626	0.010873566
-0.0958519	-0.0018042224	0.008101502	-0.035240248	-0.021958467	-0.0035924444	0.09479092	0.06660049	0.04463321	0.06380209	0.06317008	-0.038457602	0.0057248366	-0.013554419	-0.07522774	0.0073733763
